text,Mystery,Drama,Thriller,Comedy,Action
"The ESU Timberwolves are entering a season with high expectations after two disappointing seasons. The film begins with a loss to end the prior season, along with the school president putting pressure on Sam Winters  to win this coming season or face a possible firing. Sophomore quarterback Joe Kane  spends the Christmas bowl season with his alcoholic father and brother, while junior NFL prospect Alvin Mack  gives his mother a present to go with the new house she will soon have when he turns pro. The film then follows the recruiting of Darnell Jefferson , a highly rated running back, and his eventual commitment to ESU. During the recruiting phase, Jefferson is given a tour of the campus by Autumn , a beautiful young student, and the two bond immediately, sharing a kiss before they part ways. The film then cuts to the following fall, as football season is about to get underway. Jefferson is brought to a bar by Kane where he is introduced to Mack, backup QB Bobby Collins , who is dating Winters' daughter Louanne , and senior Steve Lattimer , who has played on the punt return team for the first three years of his college career but has somewhat mysteriously gained 35 pounds since last fall with the goal of starting in his senior year. Fall camp commences, with Jefferson fumbling during practice and subsequently forced to carry a football with him at all times. Winters warns that if any other player brings the football back to him, ""you'll wish you were never born."" Jefferson later reunites with Autumn, but discovers that she is dating the starting tailback Ray Griffen   and that when they last met the two were temporarily broken up because he had cheated on her with a white girl. Later on, Jefferson takes his entrance exams and worries about the test, going to Mack and Lattimer for advice. Lattimer tells him not to worry as it took him four times to pass the test, and he reveals that Mack is given copies of the test before he takes them and that, despite maintaining a high-enough GPA to be academically eligible at the university, Mack is functionally illiterate. Mack reassures Jefferson that the school will keep him eligible if he's talented enough to play, and that all he needs to know how to do is sign an NFL contract. Jefferson is neither surprised nor worried when he finds out that he failed the test, and when recommended that he find a tuitor he chooses Autumn, who reluctantly agrees. Sports Illustrated runs a cover story on Kane and declares him a Heisman Trophy candidate, but he has trouble with the pressure put upon him by the school and its campaign prepared for him, and drinks to deal with his stress. He meets a tennis player, Camille,  and as their first date they go on a thrilling and scary motorcycle ride. They then develop a relationship. Mack is now a senior, simply waiting for the upcoming NFL Draft in March, and his indifference to academics is shown clearly in a tutoring session where he couldn't care less about learning the material, but his strong ability to read offenses and football strategy during film study shows his commitment to football. Meanwhile, the offensive coordinator is worried that Lattimer is taking performance-enhancing drugs due to his increased size and ability and occasional displays of 'roid rage. Coach Winters tells him that the amount of weight that Lattimer gained is far from impossible with steady work in the gym throughout the entire off-season, and that if he is taking steroids that the NCAA will catch him during a drug test. Later on, though, when he learns that he has been named a starting defensive end, Lattimer walks into the parking lot and shatters car windows with his head while screaming ""STARTING DEFENSE!! PLACE AT THE TABLE!!"" This is witnessed by several people, including both the offensivee and defensive coordinators, who agree not to tell Winters about the behavior, but decide to warn Lattimer that the NCAA will be drug-testing before the start of the season. Before the start of the season, the Heisman campaign for Kane picks up speed and the players' individual motivations for playing football is revealed. Kane enjoys playing because while he is on the field it allows him to be distracted from the stressors of his life, such as his alcoholic father and the increased publicity surrounding him. Jefferson is using football as a way to escape the ghetto. Mack enjoys the on-field battle and physicality of the sport. Lattimer simply displays a genuine love for the game. Before the start of the season, Lattimer is able to substitute clean urine for his own during the NCAA drug tests. The team then gets off to a good start with a convincing run of victories in the first half of the season. Meanwhile, Griffen is struggling to gain yards as the team's tailback, and Jefferson is making the most of his playing time as a backup and punt returner. Jefferson is also disturbed when he begins receiving illegal monetary donations by wealthy alumni as his playing time and performance increases, though Mack tells him to take the money. Simultaneously, Jefferson and Autumn grow closer and begin a relationship, though Autumn is too ashamed to admit that she is dating him, described by Griffen as ""just another gang banger with speed,"" to her well-read father, another former ESU football player. She eventually resumes her relationship with Griffen, who is planning on attending medical school after he graduates. The film progresses to show the problems of a ""big-time"" football program. Winters' daughter is expelled for taking a test for Collins, who is subsequently kicked off the team and also expelled. Kane and ESU then lose a close game to Michigan, which pitted him against another Heisman candidate in Michigan's quarterback, calling into question his ability to win the trophy. Lattimer then assaults a girl unwilling to ""hook up"" with him, but her father is a large football booster and gets her to drop the charges. Winters finally accepts that Lattimer is juicing and wants to suspend him for the season, but he is warned by his defensive coordinator that suspending him for doping when he had never failed a drug test would leave the school wide open for a lawsuit for jeopardizing his draft status. Lattimer is then suspended for three games after he admits the drug use to Winters, with the team running a cover story of a pulled hamstring to keep the doping under wraps. Lattimer then ceases taking steroids, with Winters telling him that the team will drug test him and that he will not be allowed in the stall alone when he urinates for the tests. Mack criticizes him, but Lattimer defends himself by saying ""Not everyone has your ability Alvin, you do what you have to do to play."" After the loss to Michigan, Kane gets drunk in a bar and assaults another patron who accused him of smiling at his girlfriend, forcing the other man to be hospitalized. He flees the bar in another player's truck that he borrowed without permission and is pulled over for drunk driving and charged with a DWI. Coach Winters negotiates a plea arrangement with the district attorney wherein all charges will be dropped if Kane successfully completes a 28-day program, although this will cause him to miss four games and more or less ends his Heisman candidacy. In addition, the team needs to win three more games in the next five weeks to win the conference championship and secure a major bowl game. But without a capable quarterback this does not seem possible. School officials then pressure Winters into letting Collins back on the team to start in Kane's place. Winters reluctantly agrees, and goes so far as to vouch for Collins' character in front of the disciplinary committee despite the fact that his daughter was also expelled for cheating along with Collins and has no chance to gain re-admittance into the school. Collins is readmitted and the team goes 2-1 in the first three games with him under center, with strong defense and a relentless ground attack leading to their success. Lattimer passes his drug test after sitting out for three weeks and returns for the second-to-last game of the season against Iowa and the fourth start of the season for Collins at quarterback. The game is close most of the way, but Mack suffers a career-ending injury late in the fourth quarter and Lattimer is run over at the goal line by Iowa's running back for the game's winning score. Kane then completes his 28-day program and attempts to reconcile with Camille, whom he refused to speak to while in rehab. He also reaches out to his father, who has never seen him play before, and gives him a plane ticket to Florida for the team's final game of the season. Meanwhile, Lattimer resumes taking steroids and has an associate remove the tainted urine from his bladder and replace it with clean urine in a painful and dangerous procedure so that he can pass his next drug test. ESU has a final game against Georgia Tech. This game will win the Eastern Athletic Conference  and secure a major bowl game. Before the start of the game Jefferson is named the team's starting tailback and Griffen is moved to fullback. GT leads the game 10-0 at the half. Kane was benched for Collins but asked to start in the 2nd half. As he takes the field at the start of the second half, Kane looks into the stands for his father and realizes he is not there, but accepts that he will never see him play. Kane struggles to regain his rhythm in the third quarter, but the game remains close, thanks in part to a goal-line tackle made by Lattimer to save the game. After making the tackle Winters looks into Lattimer's eyes on the sideline and notices that they are bloodshot and distorted and realizes that he has somehow managed to continue taking steroids without failing a drug test. Lattimer looks to the ground in disappointment, although Winters seems to understand his decision to take the drugs and pats him on the helmet. Kane rallies the team to victory in the fourth quarter and secures a major bowl game, saving Winters' job, with both coach and quarterback realizing that Kane will likely make another, more-promising run at the Heisman in his senior season. Lattimer sits on the bench and cries instead of celebrating with the team, as he realizes he will not be able to play in the NFL without performance-enhancing drugs. After the game Autumn introduces Jefferson to her father as her boyfriend. The film ends with Kane reuniting with Camille offering her another six pack ride (this time it's [[Sprite , and the coaches leaving on a recruiting trip to look for next season's freshmen, particularly a replacement for Lattimer. Season Schedule and Results * Mississippi State @ ESU - 20-28  * Michigan @ ESU - 20-14  * ESU @ Boston College - 14-10  * Texas @ ESU - 13-0  * ESU @ North Carolina - 14-13  * ESU @ Iowa - 10-14  * Georgia Tech @ ESU - 10-13 -->",0,1,0,0,1
"Six people travel by train overnight from Marseilles to Paris. When the train arrives at its destination, one of the passengers, a girl, is found dead in a sleeping berth. The police led by Inspector Grazzi investigate the other five passengers, suspecting that one of them was responsible. However, as the investigation is stepped up, the other passengers start turning up dead. It is then up to the last remaining two to solve the case, before they become the next victims.",1,1,1,0,0
"Thomas Avery is an American ophthalmologist who goes to France following the death of his adult son, killed in the Pyrenees during a storm while walking the Camino de Santiago , a Catholic pilgrimage route to the Cathedral of Santiago de Compostela in Galicia, Spain. Tom's purpose is initially to retrieve his son's body. However, in a combination of grief and homage to his son, Tom decides to walk the ancient spiritual trail where his son died. While walking the Camino, Tom meets others from around the world, all looking for greater meaning in their lives. He reluctantly falls in with three other pilgrims in particular. Joost  is an overweight man from Amsterdam who says he is walking the route to lose weight to get ready for his brother's wedding and so that his wife will desire him again. He is a warm extrovert who is the first to start walking with Tom. Sarah  is a Canadian fleeing an abusive husband, who says she is walking the pilgrimage to quit smoking. Jack  is an Irish travel writer who when younger had desires to be great author like Yeats or Joyce but never wrote the novel he dreamed of. He is the last to join the quartet and has been suffering from ""writer's block."" As the pilgrims travel the Camino, they occasionally meet and talk with other pilgrims &mdash; two Frenchmen, a young Italian and an elderly priest from New York named Father Frank. Thomas occasionally sees his son alive and smiling among other people.",0,1,0,1,0
"Frank Jones  is a retired British naval officer and Korean War veteran, who is now a businessman. His bright but naive and idealistic son, Robert , works as a linguist at GCHQ a top secret British intelligence agency, using his love of Russian to listen to various pieces of communication on the other side of the Iron Curtain. The film opens on Remembrance Day in Whitehall, as the war veterans line up to walk past the Cenotaph, then moves back to a conversation between Jones and his son at Robert's flat some months earlier, where Robert tells Jones that strange things are happening at GCHQ, and he's planning on leaving and marrying an older woman called Cynthia  he's fallen in love with. Robert says a Soviet mole was found, and that security is all over the place encouraging people to rat on each other. The higher ups seem convinced that if they don't do something, their American friends in the CIA will stop working with them. Frank isn't thrilled over the marriage plans, and he tells his son before he leaves that it's unlikely anything off key can be happening in the agency. It's obvious that Jones loves his son deeply and wants him to be happy, whatever he may choose for himself. The scene cuts to a room in British Intelligence, where operatives including Bruce ([[Gordon Jackson  are listening to a tape recording of the conversation between Jones and his son. A few days later, police report to Jones that Robert has died in a fall in an apparent suicide, and propose a verdict of accidental death is recorded. However, in the midst of his grief, Jones is puzzled by the circumstances of his son's death and decides to use his old skills to conduct his own investigation, and approaches his friend Charles Greig ([[Barry Foster , who had joined MI6 after his service in the navy. Greig agrees to make discreet enquiries on his part. Returning to Robert's flat, Jones is confronted by radical socialist journalist Bill Pickett  who had arranged to meet Robert to discuss the problems at British Intelligence, but Jones rejects his investigative approaches. Jones is also told that he is in the running for a large government contract for his firm, with an implicit undertone that he not make waves about his son's death. The rest of the movie digs into an examination of the British establishment which is disturbing and ugly, and make Jones question his view of the country he loves. There are strong echoes of the Antony Blunt case and the Cambridge spies. Jones, discreetly pursued by British Intelligence, finds men who easily consider others expendable if their ideas of class and privilege are endangered. After Pickett is also killed in mysterious circumstances in a traffic accident, having found out the name of the man who Robert wished him to meet and before meeting Jones. Jones is then approached by Robert's best friend and fellow British intelligence linguist Allen Goodburn  at Robert's funeral. Jones gets from Goodburn that it was his good friend Grieg who had approached him as to Robert's feelings for the service. Jones gets Grieg drunk and gets him to confess that he was at Robert's flat the night Robert died. Grirg admits he was there as the service had something on him, but that his job was only to leave the door open and let ""others"" heavy hand Robert, not kill him. Leaving Grieg in his drunken stupor, Jones is picked up by British Intelligence and driven to a country house, where he is confronted by Secretary to the Cabinet  and Lord . They explain to him that his son was out of control, and was killed as part of a plan to mislead the Americans to the extent of the depth of Russian intelligence's operatives inside British operations, in the hope that they could continue to gain intelligence from the CIA. They have presently left the higher Russian operative in place, until they can assess the extent of the damage caused. They advise Jones that should he go public with any of this information, he and/or Robert's girlfriend Cynthia and her daughter will be killed or at least restrained. As a door to a further dining room opens, Jones notices Sir Adrian Chapple  and concludes him to be the higher level Russian operative. The film returns to the present, and Remembrance Day parade. Jones confronts Chapple at his home in Whitehall, and gets him to confess to being a spy for Russia. Jones asks Chapple to sign a full confession, which he does, but on approaching the desk where Chapple writes, Chapple points a gun at Jones. Jones turns the gun on Chapple, which goes off and kills Chapple—leaving his signed confession to act as a suicide note, and leave Jones in the clear. Jones returns to the Remembrance Day parade. The closing credits roll to an ambulance attending the death of Chapple, as Caine walks past the Cenotaph up Whitehall.",0,0,1,0,1
"In 1918, against the background of political events following the Russo-Japanese War, a geisha serves a new customer. Though he is about to be married, and it is against the rules, she falls in love with him.",0,1,0,0,0
"Dana Scully , a former FBI agent, is now a staff physician at a Catholic hospital; she is treating Christian, a young boy with Sandhoff disease. FBI agent Mosely Drummy  approaches Scully for help in locating her former partner, Fox Mulder , who has been in hiding as a fugitive since the events of the series finale. Drummy states that the FBI will call off its manhunt for Mulder if he helps investigate the disappearances of several women in Virginia, the latest of whom is a young FBI agent named Monica Bannan . Scully agrees and convinces a reluctant Mulder to help. The duo is taken to Washington, D.C., where Agent Dakota Whitney  wants Mulder's expertise with the paranormal as they have been led to a clue—a severed human arm—by Father Joeseph Fitzgerald Crissman . He is a former priest defrocked for the child molestation of thirty-seven altar boys, and claims God is sending him visions of the crimes. Whitney and Drummy take Father Joe and Mulder to the kidnapped Bannan's home, where the former priest overcomes the others' skepticism when, in anguish and on his knees in inexplicable pain, he begins to bleed from his eyes. A second woman, driving home after swimming in a natatorium, is run off the road by a truck driven by Janke Dacyshyn , who then abducts her. Father Joe is again recruited for help with the second abducted woman. After a grueling nighttime search in a snow covered field, he leads the FBI to what turns out to be a frozen burial ground of people and body parts. Analysis of the remains, and a car crash of a recent missing person, eventually leads them to Dacyshyn, an organ transporter in Richmond, Virginia, and his husband, Franz Tomczeszyn  who was among the youths Father Joe sexually abused. Later, Scully goes to Father Joe's apartment to confront him about his religious visions, particularly the cryptic message he directed to her: ""Don't give up."" To her despair, he says he knows nothing more about those visions than what he had told the FBI, and then collapses suffering a seizure, as we are shown at the same moment Tomczeszyn—who now possesses an extremely feminine arm—begins to suffer a seizure too. Scully calls for an ambulance, and later learns that Father Joe, who is admitted to Our Lady of Sorrows, suffers from advanced lung cancer. During an FBI raid on the organ donor facility where Dacyshyn works, he ends up escaping, leaving Bannan's severed head at the scene. Mulder, who accompanied Whitney on the raid, chases Dacyshyn to a building construction site. Whitney follows, and is killed when Dacyshyn pushes her down an elevator shaft. Scully, seeking a resolution, asks Joe, who has not yet heard of the discovery of Bannan's head, if he senses that she is still alive. He replies that she is. Discouraged but still determined, Mulder decides to investigate the incidents further. He starts by driving Scully's car to Nutter's Feed Store in a small town near the abductions, as the human remains contain acepromazine, an animal tranquilizer. When Dacyshyn coincidentally arrives moments later, Mulder slips out and follows him. Dacyshyn notices him, however, and runs the car off the road. Mulder survives and manages to tail Dacyshyn, who must exit his truck after the engine fails, to a small compound in a former barn. Mulder enters, and the commotion caused by a two-headed guard dog's attack brings Dacyshyn out from one of the buildings. The compound is for a makeshift east-European medical team that has been murdering people and stealing their organs for years. The field where Father Joe had earlier discovered the bodies turned out to be their dumping ground. Mulder enters the building to find that the team has been using the organs and body parts in an attempt to keep Tomczeszyn alive; at the moment they are attempting to place Tomczeszyn's head on the body of the second abducted woman, and the stitching makes it clear this is not the first time they have tried this. Mulder tries to save her from the gruesome fate, but a doctor comes from behind and injects him with tranquilizer. Helpless, Mulder is taken outside to be murdered by Dacyshyn. When Scully cannot reach Mulder on his cell phone, she calls Agent Drummy, who refuses to help her. Undaunted, she next contacts her old FBI superior, Director Walter Skinner , for help. They triangulate the phone's location and find Scully's wrecked car, eventually making their way through the snow to find a rural mailbox whose address, 25-2, corresponds to a Biblical chapter and verse, Proverbs 25:2, from which Father Joe had quoted to Scully before having the seizure. They race to the address where Mulder is about to be axed by Dacyshyn. Scully attacks him in an ensuing confrontation, incapacitating him, while Skinner breaks up the medical procedure before the young woman is beheaded. Later, Mulder is at home when Scully tells him Father Joe has died. It happened at the same moment, Mulder notes, that Scully disconnected the life support to Tomczeszyn's severed head. Somehow, he surmises, the two men's fates were linked by more than just visions. Scully remains troubled by Father Joe's advice, ""Don't give up"", and expresses doubts about Christian's surgery, due to the words of a molesting priest. Mulder comforts her, suggesting that they can leave—and get as far away from the darkness as possible. When the moment of surgery comes, however, Scully pauses a moment, turns and sees three nuns, and then forges ahead with the risky procedure. In a post-credits scene, Mulder and Scully are seen rowing towards a tropical island, wearing swimsuits, and waving to a helicopter hovering overhead.",1,1,1,0,0
"Gerald Meldrick  and Anya von Duren  are a pair of rival jewel thieves at large in India. Both parties are after the same prize, a priceless diamond owned by the Duchess of Beltravers . To inveigle their way into the Duchess' confidence, Gerald poses as a Scotland Yard detective, while Anya pretends to be an aristocrat. After working at cross purposes, they decide to team up, keeping one step ahead of a diligent police inspector  and mercenary freighter captain Chang . Both Gerald  and Anya betray the nobler sides of their natures in the end, fighting in a pitched battle in China against the invading Japanese army.",0,1,0,1,1
"Jimmy ""The Saint"" Tosnia  is a dapper ex-gangster living in Denver. Once known as ""the bitch's bastard"" in Denver's crime scene, Jimmy has left the criminal world, attempting to ""go straight"" with his business ""Afterlife Advice"", where dying people videotape messages for loved ones. Jimmy's business isn't doing well and he is in debt to a local loan shark known as ""New Orleans Sal."" What Jimmy doesn't know is that his former boss, the local crime lord known as ""The Man With the Plan""  has bought up his debt in order to command a favor from him. In exchange for forgiving Jimmy's debt, The Man With The Plan wants Jimmy to lead a crew on one last job. The Man With The Plan was rendered a quadriplegic some years ago in the wake of a failed attempt on his life. Left bitter and immobilized, The Man With The Plan is interested in helping his son, Bernard, a burgeoning pedophile who is still in love with an ex-girlfriend. The Man With The Plan believes that Bernard will be able to resume a relationship with this woman once her new boyfriend is out of the picture, and wants Jimmy to lead a crew in scaring off the man. They are to beat him up so that he dumps Bernard's ex. Initially reluctant, Jimmy takes the job when The Man With The Plan bribes and threatens him. Jimmy puts together a team made up of several old acquaintances from his criminal days, many of whom have also tried to leave the criminal life, with generally less than satisfying results. This team includes Franchise ([[William Forsythe , a grizzled biker, Easy Wind , an easy-going African American, and Pieces , a projectionist who has an unidentified disease which causes his digits to fall off. The last member of the team is Critical Bill , who works in a mortuary where he uses corpses as punching bags in order to ""keep my powder dry."" The plan is to have Pieces and Critical Bill pose as Denver police officers. They will pull their target over on the highway and, under the pretext of some sort of traffic violation, take him to a waiting trailer where Jimmy and Franchise will administer a beating. The plan begins to go wrong when their target turns out to be more observant and spirited than anticipated. He immediately becomes suspicious of Pieces and Bill's identity as police officers and begins to ridicule them. This enrages Critical Bill, who pulls out a knife and stabs the man in the throat. At this point, the commotion rouses Bernard's ex-girlfriend, who had been sleeping in the back of the target's van. She comes out and screams when she sees her boyfriend's dead body. Startled, Pieces shoots her dead with a handgun. The group realizes that they are in a terrible spot. What was supposed to have been a simple beating has ended up with them having two dead bodies on their hands, one of them someone looked on fondly by The Man With The Plan. They dispose of the bodies and Jimmy goes to see their employer. The Man With The Plan is furious at the outcome of their botched mission. He informs Jimmy that out of consideration for their past relationship he will allow him to live. However, the other members of the team have been sentenced to ""buckwheats"", which in the slang of the film means assassination in a particularly gruesome and painful manner . The group comes to terms with their own impending deaths as they are stalked by a mild-mannered, yet deadly hitman known as Mr. Shhh . Pieces accepts his fate, to which Shhh provides a quick death. Easy Wind goes into hiding with a gang lord named Baby Sinister , but is given up after Shhh infiltrates and kills most of Sinister's entourage. Franchise attempts to flee with his family but is killed. Shhh finally locates a shut in Critical Bill, but is ambushed in Bill's home and the two kill each other. In the wake of Mr. Shhh's death the contract falls to a trio of Mexican brothers, who attempt to track down Jimmy. In his last days, Jimmy says goodbye to a woman Dagney , he had fallen in love with. Knowing that he will most likely be killed, he murders Bernard for all the misery he indirectly brought upon the group. He also has sex with Lucinda , a prostitute with whom he has long been acquainted, in order to fulfill her wish of having a baby. As he narrates in an Afterlife Advice video that he leaves as a farewell message for his unborn child, Jimmy realized that the only way he could exact revenge on The Man With The Plan is through his son. The trio of killers catch up to Jimmy but he takes his death with grace. The man who had been narrating Jimmy's tale notes that while he died he still beat The Man With The Plan as he took away his only legacy; as such the crime boss never made another criminal act as he was completely broken. In the end, Jimmy and his dead friends are shown on a boat in the ocean, happily having ""boat drinks"".",0,0,1,1,0
"A family is dislocated when small failings become extravagant lies. The film opens as a wealthy businessman, Servet, running a campaign for the upcoming election, is driving in his car alone and sleepy, struggling to keep his eyes open. Seconds later he hits and kills a pedestrian in the middle of the road. Servet panics when another car with a couple inside approaches. He sneaks away. Eyüp, a man living in a slum at the Yedikule neighborhood in İstanbul, with his wife and only son, is the driver of Servet. He wakes up in the middle of the night with his cell phone ringing. It's his boss, telling Eyüp to meet him immediately. Shivering in shock, Servet explains the current events to his driver. His excuse is if the fatal accident comes out in press it would terminate his political career, so he proposes Eyüp to take over the penalty and stay in prison for a brief period of time in exchange for a lump sum payment upon his release, whilst still paying his salary to his family so they can get by. Eyüp accepts the deal. An unspecified time passes, summer arrives, and Eyüp's son İsmail fails to enter college again. His mother, Hacer, who works in the catering division of a factory, starts worrying about her son after unpleasant events, and tries to convince him to get a job. İsmail suggests driving children between home and school but of course they don't have any financial source for this kind of an enterprise. İsmail asks his mother to request an advance payment from Servet without consulting Eyüp. Hacer meets with Servet, in his office after the election , and requests the money. After Hacer leaves the office and starts waiting for a bus at the stop Servet persuades Hacer to accept a lift from him back to her home. More unspecified time passes, and İsmail intends to visit his father. Things take a poor turn when he finds his mother having an affair with Servet. İsmail stands passive. After serving nine months in prison, Eyüp is released. He senses things are ""a little peculiar"" inside his home. Hacer is in love with Servet and insists on maintaining their affair. Servet disagrees. That night, Hacer and Eyüp are invited to the police station and informed that Servet has been murdered. Police officers interrogate the two and Eyüp finds out that Hacer was cheating on him. He denies knowing anything about it. İsmail confesses to his mother that he murdered Servet. Eyüp calms down when he pays a visit to a mosque. Afterwards, Eyüp goes on to speak with a very poor man who works and sleeps inside a tea house in the neighborhood. Eyüp makes the same proposition to the poor man, Bayram, that Servet made to him: to claim the crime committed by his son. Bayram agrees. The last scene shows Eyüp at his home's balcony, staring at the Sea of Marmara, and along with thunder it starts to rain.",1,1,1,0,0
"After World War II, ex-serviceman Joe Barrett  returns to Tokyo, to see if there's anything left of his pre-war bar and gambling joint  after all the bombing. Amazingly, it is more or less intact and being run by his old friend Ito . He is also shocked to learn from Ito that his wife Trina , who he thought had died in the war, is in fact still very much alive. She has remarried, to American diplomat Mark Landis , and has a seven-year-old child, Joe's daughter Anya . Barrett starts up an air freight business. One of his customers, underworld boss Baron Kimura , wants him to smuggle war criminals into the country in order to organize an anti-American Communist movement. When he balks, Kimura kidnaps Anya. Barrett rescues her and foils the Baron's plot, although he is fatally wounded in the ensuing struggle.",0,1,1,0,1
"Trixie Zurbo is an eccentric woman who longs to quit her job as a security guard in a department store and become a private detective. She finally gets her wish when she takes a job in security at a casino. She accidentally becomes involved in a murderous plot and Trixie takes her first case; however, her unschooled command of the English language and comedy intervenes and the mess begins.",1,1,1,1,1
"James Cole  is a convicted criminal living in a grim post-apocalyptic future. In 1996–97, the Earth's surface was contaminated by a virus so deadly that it forced the surviving population to live underground. At some point in the years that followed, scientists have engineered an imprecise form of time travel. To earn a pardon, Cole allows scientists to send him on dangerous missions to the past to collect information on the virus, thought to be released by a terrorist organization known as the Army of the Twelve Monkeys. If possible, he is to obtain a pure sample of the original virus so a cure can be made. Throughout the film, Cole is troubled with recurring dreams involving a chase and a shooting in an airport. On Cole's first trip, he arrives in Baltimore in 1990, not 1996 as planned. He is arrested and hospitalized in a mental institution on the diagnosis of Dr. Kathryn Railly . There, he encounters Jeffrey Goines , a fellow mental patient with fanatical animal rights and anti-consumerist leanings. Cole tries unsuccessfully to leave a voicemail on a number monitored by the scientists in the future. After a failed escape attempt, Cole is restrained and locked in a cell, but then disappears, returning to the future. Back in his own time, Cole is interviewed by the scientists, who play a distorted voice mail message which gives the location of the Army of the Twelve Monkeys and states that they are responsible for the virus. He is also shown photos of numerous people suspected of being involved with the virus, including Goines. The scientists then send him back to 1996. Cole kidnaps Railly and sets out in search of Goines, learning that he is the founder of the Army of the Twelve Monkeys. When confronted, however, Goines denies any involvement with the virus and suggests that wiping out humanity was Cole's idea, originally broached at the asylum in 1990. Cole vanishes again as the police approach. After Cole disappears, Railly begins to doubt her diagnosis of Cole when she finds evidence that he is telling the truth, including a photograph from World War I in which Cole appears. Cole, on the other hand, convinces himself that his future experiences are hallucinations, and persuades the scientists to send him back again. Railly attempts to settle the question of Cole's sanity by leaving a voice mail on the number he provided, creating the message the scientists played prior to his second mission. They both now realize that the coming plague is real, and make plans to enjoy the time they have left. On their way to the airport, they learn that the Army of the Twelve Monkeys is a red herring; all the Army has done is delay traffic by releasing all the animals in the zoo. At the airport, Cole leaves a last message telling the scientists they are on the wrong track following the Army of the Twelve Monkeys, and that he will not return. He is soon confronted by Jose , an acquaintance from his own time, who gives Cole a handgun and instructions to complete his mission. At the same time, Railly spots the true culprit behind the virus: Dr. Peters ([[David Morse , an assistant at the virology lab run by Jeffrey's father. Peters is about to embark on a tour of several cities around the world, which matches the sequence  of viral outbreaks. After forcing his way through the security checkpoint in pursuit of Peters, Cole is fatally shot by police. As Cole dies in Railly's arms, she makes eye contact with a small boy: the young James Cole witnessing the scene of his own death, which will replay in his dreams for years to come. Dr. Peters, aboard the plane with the virus, sits down next to Jones , one of the lead scientists from the future.",1,1,1,0,0
